IndoorTemperature,2015-12-02T23:59:47.212708Z,23.500000
Pressure,2015-12-02T23:59:47.329098Z,102146
IndoorTemperature,2015-12-03T00:59:46.834060Z,23.200000
Pressure,2015-12-03T00:59:46.990632Z,102090
Temperature,2015-12-03T00:59:52.416115Z,15.800000
Humidity,2015-12-03T00:59:52.481738Z,59
IndoorTemperature,2015-12-03T01:59:48.561895Z,23.200000
Pressure,2015-12-03T01:59:48.715514Z,102070
Humidity,2015-12-03T01:59:57.209084Z,59
Temperature,2015-12-03T01:59:57.210335Z,15.200000
Humidity,2015-12-03T02:59:27.284557Z,59
Temperature,2015-12-03T02:59:27.284704Z,14.600000
IndoorTemperature,2015-12-03T02:59:48.024529Z,23.200000
Pressure,2015-12-03T02:59:48.175658Z,102106
Temperature,2015-12-03T03:59:32.368359Z,14.000000
Humidity,2015-12-03T03:59:32.368989Z,63
IndoorTemperature,2015-12-03T03:59:47.684275Z,23.200000
Pressure,2015-12-03T03:59:47.803178Z,102088
Temperature,2015-12-03T04:59:37.495996Z,14.100000
Humidity,2015-12-03T04:59:37.496064Z,61
IndoorTemperature,2015-12-03T04:59:46.076044Z,23.100000
Pressure,2015-12-03T04:59:46.189667Z,102034
Temperature,2015-12-03T05:59:42.596485Z,14.100000
Humidity,2015-12-03T05:59:42.596539Z,61
IndoorTemperature,2015-12-03T05:59:45.291802Z,23.100000
Pressure,2015-12-03T05:59:45.406735Z,102049
IndoorTemperature,2015-12-03T06:59:43.998243Z,23.100000
Pressure,2015-12-03T06:59:44.276539Z,102064
Humidity,2015-12-03T06:59:47.654376Z,59
Temperature,2015-12-03T06:59:47.655116Z,14.100000
IndoorTemperature,2015-12-03T07:59:42.672436Z,23.200000
Pressure,2015-12-03T07:59:42.810645Z,102087
Temperature,2015-12-03T07:59:53.635546Z,13.900000
Humidity,2015-12-03T07:59:53.653378Z,61
IndoorTemperature,2015-12-03T08:59:41.994004Z,23.600000
Pressure,2015-12-03T08:59:42.147733Z,102138
Humidity,2015-12-03T08:59:57.912294Z,57
Temperature,2015-12-03T08:59:57.912350Z,15.600000
Humidity,2015-12-03T09:59:27.971236Z,57
Temperature,2015-12-03T09:59:27.971293Z,16.400000
IndoorTemperature,2015-12-03T09:59:41.122360Z,23.300000
Pressure,2015-12-03T09:59:41.272674Z,102193
Temperature,2015-12-03T10:59:33.112917Z,21.100000
Humidity,2015-12-03T10:59:33.112972Z,46
IndoorTemperature,2015-12-03T10:59:40.612379Z,23.800000
Pressure,2015-12-03T10:59:40.727096Z,102163
Temperature,2015-12-03T11:59:38.168937Z,21.900000
Humidity,2015-12-03T11:59:38.169505Z,41
IndoorTemperature,2015-12-03T11:59:40.613268Z,23.600000
Pressure,2015-12-03T11:59:40.725885Z,102145
IndoorTemperature,2015-12-03T12:59:40.507237Z,24.000000
Pressure,2015-12-03T12:59:40.656065Z,102096
Temperature,2015-12-03T12:59:43.215086Z,23.600000
Humidity,2015-12-03T12:59:43.215921Z,39
IndoorTemperature,2015-12-03T13:59:40.238957Z,23.900000
Pressure,2015-12-03T13:59:40.389248Z,102077
Temperature,2015-12-03T13:59:48.315607Z,24.200000
Humidity,2015-12-03T13:59:48.316645Z,38
IndoorTemperature,2015-12-03T14:59:39.812839Z,23.700000
Pressure,2015-12-03T14:59:39.964806Z,102086
Temperature,2015-12-03T14:59:53.345834Z,24.000000
Humidity,2015-12-03T14:59:53.346066Z,37
IndoorTemperature,2015-12-03T15:59:39.131430Z,23.500000
Pressure,2015-12-03T15:59:39.284519Z,102131
Humidity,2015-12-03T15:59:58.467023Z,39
Temperature,2015-12-03T15:59:58.468564Z,23.700000
Temperature,2015-12-03T16:59:28.549611Z,21.900000
Humidity,2015-12-03T16:59:28.550174Z,41
IndoorTemperature,2015-12-03T16:59:38.793620Z,23.300000
Pressure,2015-12-03T16:59:38.947084Z,102231
Humidity,2015-12-03T17:59:33.638722Z,50
Temperature,2015-12-03T17:59:33.638935Z,20.000000
IndoorTemperature,2015-12-03T17:59:38.227735Z,23.100000
Pressure,2015-12-03T17:59:38.341198Z,102299
Pressure,2015-12-03T18:59:38.191221Z,102406
IndoorTemperature,2015-12-03T18:59:38.191291Z,23.100000
Temperature,2015-12-03T18:59:38.775528Z,19.300000
Humidity,2015-12-03T18:59:38.776116Z,55
IndoorTemperature,2015-12-03T19:59:37.906850Z,23.100000
Pressure,2015-12-03T19:59:38.018607Z,102453
Temperature,2015-12-03T19:59:43.863236Z,18.800000
Humidity,2015-12-03T19:59:43.863291Z,59
IndoorTemperature,2015-12-03T20:59:37.996598Z,23.100000
Pressure,2015-12-03T20:59:38.152994Z,102481
Temperature,2015-12-03T20:59:48.801978Z,18.300000
Humidity,2015-12-03T20:59:48.802729Z,59
IndoorTemperature,2015-12-03T21:59:37.783983Z,23.200000
Pressure,2015-12-03T21:59:37.934051Z,102530
Temperature,2015-12-03T21:59:53.996922Z,17.900000
Humidity,2015-12-03T21:59:53.998272Z,59
IndoorTemperature,2015-12-03T22:59:37.604676Z,23.500000
Pressure,2015-12-03T22:59:37.756900Z,102546
Temperature,2015-12-03T22:59:59.089468Z,17.500000
Humidity,2015-12-03T22:59:59.091319Z,58
Temperature,2015-12-03T23:59:29.177244Z,17.500000
Humidity,2015-12-03T23:59:29.179289Z,58
IndoorTemperature,2015-12-03T23:59:37.638215Z,23.600000
Pressure,2015-12-03T23:59:37.792446Z,102601
Temperature,2015-12-04T00:59:34.315829Z,17.200000
Humidity,2015-12-04T00:59:34.316407Z,59
IndoorTemperature,2015-12-04T00:59:37.879094Z,23.600000
Pressure,2015-12-04T00:59:37.881512Z,102578
IndoorTemperature,2015-12-04T01:59:38.617129Z,23.500000
Pressure,2015-12-04T01:59:38.772698Z,102588
Temperature,2015-12-04T01:59:39.298623Z,17.100000
Humidity,2015-12-04T01:59:39.298798Z,63
IndoorTemperature,2015-12-04T02:59:38.667448Z,23.500000
Pressure,2015-12-04T02:59:38.818690Z,102619
Temperature,2015-12-04T02:59:44.942076Z,16.500000
Humidity,2015-12-04T02:59:44.945353Z,69
IndoorTemperature,2015-12-04T03:59:38.619131Z,23.500000
Pressure,2015-12-04T03:59:38.768524Z,102627
Temperature,2015-12-04T03:59:49.542919Z,16.400000
Humidity,2015-12-04T03:59:49.542972Z,69
IndoorTemperature,2015-12-04T04:59:38.563915Z,23.500000
Pressure,2015-12-04T04:59:38.722456Z,102628
Temperature,2015-12-04T04:59:54.657682Z,15.800000
Humidity,2015-12-04T04:59:54.657820Z,67
Temperature,2015-12-04T05:59:24.737500Z,15.300000
Humidity,2015-12-04T05:59:24.782887Z,65
IndoorTemperature,2015-12-04T05:59:38.269650Z,23.400000
Pressure,2015-12-04T05:59:38.422359Z,102634
Humidity,2015-12-04T06:59:29.823128Z,65
Temperature,2015-12-04T06:59:29.823224Z,14.900000
IndoorTemperature,2015-12-04T06:59:37.089866Z,23.400000
Pressure,2015-12-04T06:59:37.242374Z,102702
Temperature,2015-12-04T07:59:34.848725Z,14.500000
Humidity,2015-12-04T07:59:34.848884Z,66
IndoorTemperature,2015-12-04T07:59:36.636488Z,23.400000
Pressure,2015-12-04T07:59:36.749478Z,102762
IndoorTemperature,2015-12-04T08:59:36.223291Z,23.400000
Pressure,2015-12-04T08:59:36.294436Z,102816
Temperature,2015-12-04T08:59:40.026999Z,15.000000
Humidity,2015-12-04T08:59:40.027140Z,67
IndoorTemperature,2015-12-04T09:59:36.373356Z,23.500000
Pressure,2015-12-04T09:59:36.524452Z,102843
Humidity,2015-12-04T09:59:45.189395Z,67
Temperature,2015-12-04T09:59:45.189492Z,15.400000
IndoorTemperature,2015-12-04T10:59:34.679598Z,23.500000
Pressure,2015-12-04T10:59:34.833375Z,102828
Temperature,2015-12-04T10:59:50.613572Z,16.800000
Humidity,2015-12-04T10:59:50.618450Z,64
IndoorTemperature,2015-12-04T11:59:35.827212Z,23.800000
Pressure,2015-12-04T11:59:35.983665Z,102780
Humidity,2015-12-04T11:59:55.326075Z,52
Temperature,2015-12-04T11:59:55.326659Z,22.700000
IndoorTemperature,2015-12-04T12:59:34.140587Z,24.400000
Pressure,2015-12-04T12:59:34.292730Z,102722
Humidity,2015-12-04T12:59:59.952908Z,54
Temperature,2015-12-04T12:59:59.952961Z,22.000000
Temperature,2015-12-04T13:59:30.546346Z,21.700000
Humidity,2015-12-04T13:59:30.601180Z,57
IndoorTemperature,2015-12-04T13:59:35.017394Z,23.900000
Pressure,2015-12-04T13:59:35.171713Z,102672
IndoorTemperature,2015-12-04T14:59:34.818860Z,23.800000
Pressure,2015-12-04T14:59:34.971594Z,102657
Temperature,2015-12-04T14:59:35.546261Z,23.100000
Humidity,2015-12-04T14:59:35.546845Z,53
IndoorTemperature,2015-12-04T15:59:33.129187Z,23.500000
Pressure,2015-12-04T15:59:33.281896Z,102677
Temperature,2015-12-04T15:59:40.664640Z,19.600000
Humidity,2015-12-04T15:59:40.664933Z,60
IndoorTemperature,2015-12-04T16:59:34.222278Z,23.300000
Pressure,2015-12-04T16:59:34.373844Z,102688
Humidity,2015-12-04T16:59:45.728898Z,64
Temperature,2015-12-04T16:59:45.729409Z,18.100000
IndoorTemperature,2015-12-04T17:59:34.249187Z,23.200000
Pressure,2015-12-04T17:59:34.403796Z,102679
Humidity,2015-12-04T17:59:50.842584Z,69
Temperature,2015-12-04T17:59:50.842715Z,17.200000
IndoorTemperature,2015-12-04T18:59:34.000567Z,23.200000
Pressure,2015-12-04T18:59:34.156285Z,102697
Humidity,2015-12-04T18:59:55.923885Z,69
Temperature,2015-12-04T18:59:55.938045Z,17.000000
Temperature,2015-12-04T19:59:26.038531Z,16.500000
Humidity,2015-12-04T19:59:26.039173Z,71
IndoorTemperature,2015-12-04T19:59:32.423088Z,23.100000
Pressure,2015-12-04T19:59:32.474454Z,102705
Humidity,2015-12-04T20:59:31.133859Z,71
Temperature,2015-12-04T20:59:31.133915Z,16.200000
IndoorTemperature,2015-12-04T20:59:31.766299Z,23.000000
Pressure,2015-12-04T20:59:31.880958Z,102730
IndoorTemperature,2015-12-04T21:59:31.657665Z,22.900000
Pressure,2015-12-04T21:59:31.773646Z,102725
Temperature,2015-12-04T21:59:36.282389Z,15.700000
Humidity,2015-12-04T21:59:36.283174Z,71
IndoorTemperature,2015-12-04T22:59:31.511973Z,22.900000
Pressure,2015-12-04T22:59:31.625764Z,102713
Temperature,2015-12-04T22:59:41.344088Z,15.200000
Humidity,2015-12-04T22:59:41.344170Z,72
IndoorTemperature,2015-12-04T23:59:32.508250Z,22.900000
Pressure,2015-12-04T23:59:32.657389Z,102657
Temperature,2015-12-04T23:59:46.400563Z,14.600000
Humidity,2015-12-04T23:59:46.402402Z,74
IndoorTemperature,2015-12-05T00:59:32.161525Z,22.900000
Pressure,2015-12-05T00:59:32.276491Z,102631
Temperature,2015-12-05T00:59:51.457821Z,14.400000
Humidity,2015-12-05T00:59:51.458422Z,74
IndoorTemperature,2015-12-05T01:59:33.934098Z,22.800000
Pressure,2015-12-05T01:59:34.084868Z,102605
Temperature,2015-12-05T01:59:56.517833Z,14.100000
Humidity,2015-12-05T01:59:56.650732Z,72
Temperature,2015-12-05T02:59:26.723111Z,13.700000
Humidity,2015-12-05T02:59:26.724033Z,71
IndoorTemperature,2015-12-05T02:59:33.742245Z,22.700000
Pressure,2015-12-05T02:59:33.897805Z,102582
Temperature,2015-12-05T03:59:31.841593Z,13.300000
Humidity,2015-12-05T03:59:31.841650Z,71
IndoorTemperature,2015-12-05T03:59:33.786538Z,22.600000
Pressure,2015-12-05T03:59:33.938559Z,102545
IndoorTemperature,2015-12-05T04:59:33.809087Z,22.500000
Pressure,2015-12-05T04:59:33.965645Z,102517
Temperature,2015-12-05T04:59:36.956383Z,13.000000
Humidity,2015-12-05T04:59:36.959050Z,70
IndoorTemperature,2015-12-05T05:59:33.471695Z,22.400000
Pressure,2015-12-05T05:59:33.622416Z,102525
Humidity,2015-12-05T05:59:42.037496Z,68
Temperature,2015-12-05T05:59:42.037560Z,12.700000
IndoorTemperature,2015-12-05T06:59:31.706946Z,22.400000
Pressure,2015-12-05T06:59:31.820118Z,102504
Temperature,2015-12-05T06:59:47.201498Z,12.200000
Humidity,2015-12-05T06:59:47.201558Z,68
IndoorTemperature,2015-12-05T07:59:30.983191Z,22.400000
Pressure,2015-12-05T07:59:31.093999Z,102506
Humidity,2015-12-05T07:59:52.313911Z,67
Temperature,2015-12-05T07:59:52.320207Z,12.300000
IndoorTemperature,2015-12-05T08:59:30.893625Z,22.700000
Pressure,2015-12-05T08:59:31.007267Z,102545
Temperature,2015-12-05T08:59:57.412472Z,14.500000
Humidity,2015-12-05T08:59:57.414169Z,62
Humidity,2015-12-05T09:59:27.522192Z,56
Temperature,2015-12-05T09:59:27.523418Z,17.900000
IndoorTemperature,2015-12-05T09:59:30.319663Z,23.400000
Pressure,2015-12-05T09:59:30.442476Z,102542
IndoorTemperature,2015-12-05T10:59:29.808927Z,24.000000
Pressure,2015-12-05T10:59:29.922337Z,102508
Humidity,2015-12-05T10:59:32.598840Z,49
Temperature,2015-12-05T10:59:32.598958Z,22.600000
Humidity,2015-12-05T11:59:37.719873Z,39
Temperature,2015-12-05T11:59:37.720298Z,30.600000
IndoorTemperature,2015-12-05T11:59:59.736702Z,24.200000
Pressure,2015-12-05T11:59:59.853620Z,102442
Temperature,2015-12-05T12:59:42.701035Z,30.400000
Humidity,2015-12-05T12:59:42.816139Z,40
IndoorTemperature,2015-12-05T12:59:59.772423Z,24.300000
Pressure,2015-12-05T12:59:59.888242Z,102351
Temperature,2015-12-05T13:59:47.933198Z,29.500000
Humidity,2015-12-05T13:59:47.934863Z,37
IndoorTemperature,2015-12-05T13:59:59.253892Z,24.300000
Pressure,2015-12-05T13:59:59.368206Z,102257
Temperature,2015-12-05T14:59:52.888041Z,29.600000
Humidity,2015-12-05T14:59:52.888094Z,35
IndoorTemperature,2015-12-05T14:59:58.887664Z,24.200000
Pressure,2015-12-05T14:59:59.004040Z,102256
Temperature,2015-12-05T15:59:57.974107Z,30.400000
Humidity,2015-12-05T15:59:57.974161Z,35
IndoorTemperature,2015-12-05T15:59:58.089348Z,24.000000
Pressure,2015-12-05T15:59:58.089404Z,102247
Temperature,2015-12-05T16:59:28.123291Z,23.100000
Humidity,2015-12-05T16:59:28.123346Z,45
IndoorTemperature,2015-12-05T16:59:56.632325Z,23.800000
Pressure,2015-12-05T16:59:56.781860Z,102271
Temperature,2015-12-05T17:59:33.669747Z,20.300000
Humidity,2015-12-05T17:59:33.677228Z,53
IndoorTemperature,2015-12-05T17:59:55.972247Z,23.600000
Pressure,2015-12-05T17:59:55.988640Z,102279
Humidity,2015-12-05T18:59:38.261873Z,55
Temperature,2015-12-05T18:59:38.261981Z,19.100000
IndoorTemperature,2015-12-05T18:59:55.622443Z,23.500000
Pressure,2015-12-05T18:59:55.733834Z,102285
Temperature,2015-12-05T19:59:43.354988Z,18.400000
Humidity,2015-12-05T19:59:43.468943Z,57
IndoorTemperature,2015-12-05T19:59:55.167378Z,23.300000
Pressure,2015-12-05T19:59:55.281103Z,102296
Temperature,2015-12-05T20:59:48.553917Z,17.600000
Humidity,2015-12-05T20:59:48.554211Z,59
IndoorTemperature,2015-12-05T20:59:54.946808Z,23.100000
Pressure,2015-12-05T20:59:55.062788Z,102289
Temperature,2015-12-05T21:59:53.604268Z,16.400000
Humidity,2015-12-05T21:59:53.605413Z,63
IndoorTemperature,2015-12-05T21:59:54.681669Z,23.100000
Pressure,2015-12-05T21:59:54.823909Z,102275
IndoorTemperature,2015-12-05T22:59:54.330032Z,23.100000
Pressure,2015-12-05T22:59:54.443520Z,102259
Humidity,2015-12-05T22:59:58.691498Z,63
Temperature,2015-12-05T22:59:58.692618Z,16.100000
Temperature,2015-12-05T23:59:28.821715Z,15.600000
Humidity,2015-12-05T23:59:28.822033Z,62
IndoorTemperature,2015-12-05T23:59:53.467562Z,23.100000
Pressure,2015-12-05T23:59:53.619552Z,102269
Temperature,2015-12-06T00:59:33.975069Z,15.100000
Humidity,2015-12-06T00:59:33.975216Z,62
IndoorTemperature,2015-12-06T00:59:53.214581Z,23.100000
Pressure,2015-12-06T00:59:53.333614Z,102231
Pressure,2015-12-06T01:59:32.157279Z,102199
IndoorTemperature,2015-12-06T01:59:32.157808Z,23.000000
Temperature,2015-12-06T01:59:38.873833Z,14.200000
Humidity,2015-12-06T01:59:38.926835Z,64
Temperature,2015-12-06T02:59:59.274438Z,14.100000
Humidity,2015-12-06T02:59:59.301213Z,64
IndoorTemperature,2015-12-06T02:59:59.323731Z,22.900000
Pressure,2015-12-06T02:59:59.324550Z,102179
Temperature,2015-12-06T03:59:54.811670Z,13.500000
Humidity,2015-12-06T03:59:54.829073Z,64
IndoorTemperature,2015-12-06T03:59:54.863214Z,22.800000
Pressure,2015-12-06T03:59:54.894142Z,102121
IndoorTemperature,2015-12-06T04:59:51.962835Z,22.700000
Pressure,2015-12-06T04:59:52.077700Z,102074
Temperature,2015-12-06T04:59:54.290210Z,13.200000
Humidity,2015-12-06T04:59:54.290709Z,66
Temperature,2015-12-06T05:59:24.420438Z,12.400000
Humidity,2015-12-06T05:59:24.420781Z,67
IndoorTemperature,2015-12-06T05:59:50.265382Z,22.600000
Pressure,2015-12-06T05:59:50.381374Z,102072
Temperature,2015-12-06T06:59:42.131874Z,12.300000
Humidity,2015-12-06T06:59:42.172018Z,67
IndoorTemperature,2015-12-06T06:59:48.498582Z,22.600000
Pressure,2015-12-06T06:59:48.611294Z,102113
Temperature,2015-12-06T07:59:37.816807Z,12.300000
Humidity,2015-12-06T07:59:37.818509Z,67
IndoorTemperature,2015-12-06T07:59:46.738553Z,22.500000
Pressure,2015-12-06T07:59:46.852865Z,102179
IndoorTemperature,2015-12-06T08:59:33.275308Z,22.800000
Pressure,2015-12-06T08:59:33.389703Z,102222
Humidity,2015-12-06T08:59:39.721248Z,64
Temperature,2015-12-06T08:59:39.721666Z,13.800000
Temperature,2015-12-06T09:59:29.241022Z,16.200000
Humidity,2015-12-06T09:59:29.287120Z,60
Pressure,2015-12-06T09:59:29.300752Z,102255
IndoorTemperature,2015-12-06T09:59:29.300804Z,23.200000
Pressure,2015-12-06T10:59:55.870554Z,102220
IndoorTemperature,2015-12-06T10:59:55.871430Z,23.900000
Temperature,2015-12-06T10:59:56.015202Z,21.600000
Humidity,2015-12-06T10:59:56.031989Z,51
IndoorTemperature,2015-12-06T11:59:51.607766Z,24.000000
Pressure,2015-12-06T11:59:51.608351Z,102160
Temperature,2015-12-06T11:59:55.127225Z,28.300000
Humidity,2015-12-06T11:59:55.133241Z,41
Humidity,2015-12-06T12:59:25.108844Z,42
Temperature,2015-12-06T12:59:30.114268Z,26.100000
IndoorTemperature,2015-12-06T12:59:47.172009Z,23.900000
Pressure,2015-12-06T12:59:47.285965Z,102073
Temperature,2015-12-06T13:59:43.788895Z,25.200000
Humidity,2015-12-06T13:59:43.822231Z,41
IndoorTemperature,2015-12-06T13:59:43.828028Z,23.800000
Pressure,2015-12-06T13:59:43.900852Z,101996
Temperature,2015-12-06T14:59:38.932354Z,26.200000
Humidity,2015-12-06T14:59:38.937761Z,40
IndoorTemperature,2015-12-06T14:59:42.488003Z,23.800000
Pressure,2015-12-06T14:59:42.613159Z,101914
Temperature,2015-12-06T15:59:40.356515Z,27.100000
IndoorTemperature,2015-12-06T15:59:42.252735Z,23.500000
Pressure,2015-12-06T15:59:42.367414Z,101909
Humidity,2015-12-06T15:59:44.779399Z,40
Pressure,2015-12-06T16:59:30.340728Z,101931
Temperature,2015-12-06T16:59:30.354392Z,21.600000
Humidity,2015-12-06T16:59:30.354438Z,44
IndoorTemperature,2015-12-06T16:59:30.354488Z,23.200000
IndoorTemperature,2015-12-06T17:59:57.594836Z,23.100000
Pressure,2015-12-06T17:59:57.603300Z,101944
Temperature,2015-12-06T17:59:58.208803Z,19.500000
Humidity,2015-12-06T17:59:58.237405Z,52
Pressure,2015-12-06T18:59:52.835161Z,101996
IndoorTemperature,2015-12-06T18:59:52.835218Z,23.100000
Temperature,2015-12-06T18:59:55.627460Z,18.400000
Humidity,2015-12-06T18:59:55.671721Z,56
Temperature,2015-12-06T19:59:25.713880Z,17.600000
Humidity,2015-12-06T19:59:25.714035Z,58
IndoorTemperature,2015-12-06T19:59:48.374901Z,23.100000
Pressure,2015-12-06T19:59:48.489912Z,102008
Temperature,2015-12-06T20:59:30.837761Z,16.700000
Humidity,2015-12-06T20:59:30.838895Z,61
IndoorTemperature,2015-12-06T20:59:38.768785Z,23.200000
Pressure,2015-12-06T20:59:38.913701Z,101992
Temperature,2015-12-06T21:59:35.937464Z,15.500000
Humidity,2015-12-06T21:59:35.938207Z,65
IndoorTemperature,2015-12-06T21:59:37.803108Z,23.200000
Pressure,2015-12-06T21:59:37.918576Z,102025
IndoorTemperature,2015-12-06T22:59:37.655271Z,23.200000
Pressure,2015-12-06T22:59:37.805187Z,102017
Temperature,2015-12-06T22:59:40.977854Z,15.300000
Humidity,2015-12-06T22:59:40.979056Z,64
IndoorTemperature,2015-12-06T23:59:37.138246Z,23.300000
Pressure,2015-12-06T23:59:37.292858Z,101993
Temperature,2015-12-06T23:59:46.073147Z,14.600000
Humidity,2015-12-06T23:59:46.073217Z,66
IndoorTemperature,2015-12-07T00:59:36.381762Z,23.300000
Pressure,2015-12-07T00:59:36.536191Z,101958
Temperature,2015-12-07T00:59:51.273201Z,14.500000
Humidity,2015-12-07T00:59:51.274525Z,66
IndoorTemperature,2015-12-07T01:59:37.486040Z,23.100000
Pressure,2015-12-07T01:59:37.550799Z,101888
Humidity,2015-12-07T01:59:56.285154Z,67
Temperature,2015-12-07T01:59:56.286235Z,14.400000
Temperature,2015-12-07T02:59:26.401779Z,14.000000
Humidity,2015-12-07T02:59:26.401916Z,67
IndoorTemperature,2015-12-07T02:59:36.958978Z,22.900000
Pressure,2015-12-07T02:59:37.112061Z,101895
Humidity,2015-12-07T03:59:31.486268Z,71
Temperature,2015-12-07T03:59:35.814992Z,14.100000
IndoorTemperature,2015-12-07T03:59:36.111525Z,22.900000
Pressure,2015-12-07T03:59:36.265693Z,101839
IndoorTemperature,2015-12-07T04:59:35.876889Z,22.800000
Pressure,2015-12-07T04:59:36.029729Z,101841
Humidity,2015-12-07T04:59:36.602888Z,72
Temperature,2015-12-07T04:59:36.604528Z,13.700000
IndoorTemperature,2015-12-07T05:59:34.129852Z,22.800000
Pressure,2015-12-07T05:59:34.241726Z,101877
Temperature,2015-12-07T05:59:41.694430Z,13.600000
Humidity,2015-12-07T05:59:41.708490Z,72
IndoorTemperature,2015-12-07T06:59:32.375225Z,22.700000
Pressure,2015-12-07T06:59:32.526562Z,101937
Humidity,2015-12-07T06:59:46.801003Z,72
Temperature,2015-12-07T06:59:46.806549Z,13.500000
IndoorTemperature,2015-12-07T07:59:30.701435Z,22.700000
Pressure,2015-12-07T07:59:30.814359Z,101941
Humidity,2015-12-07T07:59:51.967249Z,74
Temperature,2015-12-07T07:59:51.967358Z,13.700000
IndoorTemperature,2015-12-07T08:59:30.555850Z,22.600000
Pressure,2015-12-07T08:59:30.669531Z,102011
Temperature,2015-12-07T08:59:57.034965Z,14.000000
Humidity,2015-12-07T08:59:57.035570Z,72
Humidity,2015-12-07T09:59:27.032937Z,74
IndoorTemperature,2015-12-07T09:59:30.902186Z,22.800000
Pressure,2015-12-07T09:59:30.950915Z,102076
Temperature,2015-12-07T09:59:32.035958Z,14.400000
IndoorTemperature,2015-12-07T10:59:29.892846Z,23.100000
Pressure,2015-12-07T10:59:30.008039Z,102079
Temperature,2015-12-07T10:59:32.256117Z,15.500000
Humidity,2015-12-07T10:59:32.257086Z,73
Humidity,2015-12-07T11:59:37.245612Z,74
Temperature,2015-12-07T11:59:37.246174Z,16.000000
IndoorTemperature,2015-12-07T11:59:59.322210Z,23.000000
Pressure,2015-12-07T11:59:59.437624Z,102057
Temperature,2015-12-07T12:59:42.352483Z,16.100000
Humidity,2015-12-07T12:59:42.467338Z,73
IndoorTemperature,2015-12-07T12:59:57.657574Z,23.000000
Pressure,2015-12-07T12:59:57.764841Z,102031
Humidity,2015-12-07T13:59:47.589291Z,71
Temperature,2015-12-07T13:59:47.589837Z,16.900000
IndoorTemperature,2015-12-07T13:59:57.477425Z,23.000000
Pressure,2015-12-07T13:59:57.591609Z,101999
Temperature,2015-12-07T14:59:52.541433Z,17.400000
Humidity,2015-12-07T14:59:52.655699Z,64
IndoorTemperature,2015-12-07T14:59:56.709324Z,23.300000
Pressure,2015-12-07T14:59:56.823283Z,101978
IndoorTemperature,2015-12-07T15:59:56.763025Z,23.300000
Pressure,2015-12-07T15:59:56.914810Z,102024
Humidity,2015-12-07T15:59:57.714780Z,66
Temperature,2015-12-07T15:59:57.715254Z,16.800000
Temperature,2015-12-07T16:59:27.796346Z,16.500000
Humidity,2015-12-07T16:59:27.796851Z,66
IndoorTemperature,2015-12-07T16:59:56.107198Z,23.300000
Pressure,2015-12-07T16:59:56.257810Z,102097
